#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2020-10-12"
#curie_map:
#  AGRO: "http://purl.obolibrary.org/obo/AGRO_"
#  BFO: "http://purl.obolibrary.org/obo/BFO_"
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  DOID: "http://purl.obolibrary.org/obo/DOID_"
#  ECTO: "http://purl.obolibrary.org/obo/ECTO_"
#  ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#  FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  HP: "http://purl.obolibrary.org/obo/HP_"
#  IAO: "http://purl.obolibrary.org/obo/IAO_"
#  MF: "http://purl.obolibrary.org/obo/MF_"
#  MFOEM: "http://purl.obolibrary.org/obo/MFOEM_"
#  MFOMD: "http://purl.obolibrary.org/obo/MFOMD_"
#  MONDO: "http://purl.obolibrary.org/obo/MONDO_"
#  NBO: "http://purl.obolibrary.org/obo/NBO_"
#  NCBITaxon: "http://purl.obolibrary.org/obo/NCBITaxon_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  OBA: "http://purl.obolibrary.org/obo/OBA_"
#  OBI: "http://purl.obolibrary.org/obo/OBI_"
#  OGMS: "http://purl.obolibrary.org/obo/OGMS_"
#  PATO: "http://purl.obolibrary.org/obo/PATO_"
#  PO: "http://purl.obolibrary.org/obo/PO_"
#  PR: "http://purl.obolibrary.org/obo/PR_"
#  RO: "http://purl.obolibrary.org/obo/RO_"
#  SO: "http://purl.obolibrary.org/obo/SO_"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  agrovoc: "http://aims.fao.org/aos/agrovoc/"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
#  owl: "http://www.w3.org/2002/07/owl#"
#  skos: "http://www.w3.org/2004/02/skos/core#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
agrovoc:c_9e4c6167	Zika virus disease	owl:equivalentClass	MONDO:0018661	Zika virus infectious disease	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.7519492530313434	skos:prefLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	zika virus diseas	unique	.
agrovoc:c_9e4c6167	Zika virus disease	owl:equivalentClass	MONDO:0018661	Zika virus infectious disease	Lexical	agrovoc	MONDO	rdf_matcher	0.810860176054461	skos:prefLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	zika virus disease	unique	.
agrovoc:c_3962	islands	owl:equivalentClass	MONDO:0007064	adenosine deaminase deficiency	Lexical	agrovoc	MONDO	rdf_matcher	0.585786437626905	skos:prefLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	ada	unique	.
agrovoc:c_3962	islands	owl:equivalentClass	MONDO:0007064	adenosine deaminase deficiency	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.5	skos:prefLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	ada	unique	.
agrovoc:c_330904	countries	owl:equivalentClass	MONDO:0010720	partial androgen insensitivity syndrome	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.4142135623730951	skos:prefLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	pai	many_to_one	.
agrovoc:c_37917	Small Island Developing States	owl:equivalentClass	MONDO:0010086	sudden infant death syndrome	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	sid	unique	.
agrovoc:c_37917	Small Island Developing States	owl:equivalentClass	MONDO:0010086	sudden infant death syndrome	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.3333333333333333	skos:altLabel	oio:hasRelatedSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	sid	unique	.
agrovoc:c_37917	Small Island Developing States	owl:equivalentClass	MONDO:0010086	sudden infant death syndrome	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	sid	unique	.
agrovoc:c_37917	Small Island Developing States	owl:equivalentClass	MONDO:0010086	sudden infant death syndrome	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.3333333333333333	skos:altLabel	oio:hasRelatedSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	sid	unique	.
agrovoc:c_37917	Small Island Developing States	owl:equivalentClass	MONDO:0010086	sudden infant death syndrome	Lexical|Stemming	agrovoc	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	http://aims.fao.org/aos/agrovoc	BFO:0000016	sid	unique	.
